183.81	640.38
219.435	659.374405182568


183.81	640.38
148.145	641.56


148.145	641.56
120.815	659.33


119.86	728.22
120.815	659.33


219.435	728.22
219.435	571.5


219.435	654.61
319.86	654.61


425.92	571.5
358.3401334438	665.11459596687


422.675	728.22
319.86	627.369831763489


319.86	728.22
319.86	571.5




109.81	728.22
111.72	654.36
144.06	631.89
184.63	630.31
209.28	643.96
209.28	571.5
229.41	571.5
229.59	571.5
229.59	645.38
308.88	645.38
308.88	571.5
310.13	571.5
329.09	571.5
330.84	571.5
330.84	625.78
356.4999	650.6063
412.25	571.5
439.59	571.5
370.9999	664.6352
436.72	728.22
408.63	728.22
330.84	650.5
330.84	728.22
329.09	728.22
310.13	728.22
308.88	728.22
308.88	663.84
229.59	663.84
229.59	728.22
229.41	728.22
209.41	728.22
209.28	728.22
209.28	663.96
182.99	650.45
152.23	651.23
129.91	664.3
129.91	728.22
109.81	728.22
